Species,CommonName,ReviewID,MetaSiteID,Duplicate,Publication.Year,Radius,Sampling,Sampling Technique,Activities,Sat F,Sat M,Sat U,Sat A,Sat AB,Sat AI,Sat I,Sat J,Sat Sub,Sat Unk,F,M,U,A,AB,AI,I,J,SUB,UNK,Basin,Long,Lat,N. Pub
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,GL,FALSE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,41.232,-2.007,1
CHMY,Green,MBFKPQ38_Esteban_etal_2015_Chmy,BT,FALSE,2015,1,FLIPPER TAG,Mark-Recapture,BRE;FEE;NES,,,,,,,,,,,26,,,,23,3,,,,,ATL,-62.978,17.507,1
CHMY,Green,MBFKPQ38_Esteban_etal_2015_Chmy,BT,TRUE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;FEE;NES,3,,,,3,,,,,,26,,,,23,3,,,,,ATL,-62.978,17.507,1
CHMY,Green,MBFKPQ38_Esteban_etal_2015_Chmy,CV,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,-68.558,18.846,1
CHMY,Green,MLS7TQZI_Eguchi_etal_2020_Chmy,DF,FALSE,2020,1,GEOLOCATOR (GLS); SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,15,4,11,,,,,,,,15,4,11,,,,,11,,,PAC,-117.14,32.663,1
CHMY,Green,N4NTXATT_Fujisaki_etal_2016_Chmy,AO,FALSE,2016,1,ACOUSTIC/SONIC TAG (MARK-RECAP),Acoustic Telemetry,FEE;OBS,6,9,,10,,,,,5,,6,9,,10,,,,,5,,ATL,-82.825,24.673,1
CHMY,Green,N4NTXATT_Fujisaki_etal_2016_Chmy,AO,TRUE,2016,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,6,9,,,,,,,5,,ATL,-82.825,24.673,1
CHMY,Green,N6BXA3PY_Levy_etal_2017_chmy,AQ,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;MIG;NES,3,2,,,3,,,,,2,3,2,,,3,,,,,,ATL,34.289,32.351,1
CHMY,Green,N6BXA3PY_Levy_etal_2017_chmy,CR,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,24.076,32.238,1
CHMY,Green,N6BXA3PY_Levy_etal_2017_chmy,DD,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,1,,2,,,,,,,ATL,33.228,31.403,1
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,BD,FALSE,2004,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,7,,,,7,,,,,,8,,,,8,,,,,,PAC,-168.154,-14.543,1
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,BD,TRUE,2004,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,7,,,,,7,,,,,PAC,-168.154,-14.543,1
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,EB,TRUE,2004,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,-179.399,-18.885,1
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,EC,FALSE,2004,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,-179.898,-16.885,1
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,EC,FALSE,2004,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,3,,,3,,,,,,,PAC,179.286,-16.365,1
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,GM,FALSE,2004,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,-151.396,-16.803,1
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,GN,FALSE,2004,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,178.641,-17.69,1
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,BU,FALSE,2016,1,Argos,Satellite Telemetry,NES,4,,,,4,,,,,,3,,,,3,,,,,,ATL,-68.205,12.165,1
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,BU,FALSE,2016,1,Argos,Satellite Telemetry,NES,,,,,,,,,,,1,,,,1,,,,,,ATL,-68.28,12.05,1
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,CG,FALSE,2016,1,Argos,Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,ATL,-82.546,14.035,1
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,CI,FALSE,2016,1,Argos,Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,ATL,-78.754,21.166,1
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,CJ,FALSE,2016,1,Argos,Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,ATL,-87.633,18.855,1
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,DJ,FALSE,2016,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,-66.812,11.833,1
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,BV,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES;OBS,4,,,,4,,,,,,4,,,,4,,,,,,IND,53.367,-5.433,1
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,BV,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,IND,53.671,-5.689,1
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,BV,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,53.136,-5.797,1
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,GO,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,46.331,-9.416,1
CHMY,Green,PEFD3ZAD_Parker_etal_2014_Chmy,GP,FALSE,2014,1,Argos,Satellite Telemetry,OBS,,,2,,,,,,,2,,,2,,,,,,,2,PAC,114.99,14.97,1
CHMY,Green,PISNU2C5_Godley_etal_2003_Chmy,CH,FALSE,2003,1,Flipper,Mark-Recapture,FEE;OBS,,,,8,2,,,6,,,,,8,2,,,,4,,2,ATL,-39.8,-2.9,1
CHMY,Green,PISNU2C5_Godley_etal_2003_Chmy,CH,TRUE,2003,1,Argos,Satellite Telemetry,FEE;OBS,,,,,,,,,,,,,8,2,,,,2,,2,ATL,-39.8,-2.9,1
CHMY,Green,PISNU2C5_Godley_etal_2003_Chmy,CH,TRUE,2003,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,,,1,,,,,,,1,ATL,-35.3,-5.3,1
CHMY,Green,PISNU2C5_Godley_etal_2003_Chmy,GQ,FALSE,2003,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,ATL,-44,-2.5,1
CHMY,Green,PQFWTM3I_Blanco_etal_2013_Chmy,AL,TRUE,2013,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;OBS,,,,,,,,,,,10,,,,,10,,,,,PAC,-85.83,10.39,1
CHMY,Green,PQFWTM3I_Blanco_etal_2013_Chmy,AL,TRUE,2013,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;OBS,,,,,,,,,,,5,,,,,5,,,,,PAC,-85.81,10.4,1
CHMY,Green,PQFWTM3I_Blanco_etal_2013_Chmy,AL,TRUE,2013,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,12,,,,12,,,,,,9,,,,9,,,,,,PAC,-85.83,10.396,1
CHMY,Green,PQFWTM3I_Blanco_etal_2013_Chmy,AL,TRUE,2013,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,,,,,,,,,,,3,,,,3,,,,,,PAC,-85.835,10.384,1
CHMY,Green,PW7NPFTV_Godley_etal_2002_Chmy,AK,TRUE,2002,1,Argos,Satellite Telemetry,NES,6,,,,6,,,,,,6,,,,6,,,,,,ATL,33.5,35.3,1
CHMY,Green,PW7NPFTV_Godley_etal_2002_Chmy,CL,TRUE,2002,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,31.72,36.5,1
CHMY,Green,PW7NPFTV_Godley_etal_2002_Chmy,CL,FALSE,2002,1,Argos,Satellite Telemetry,MIG,,,,,,,,,,,5,,,5,,,,,,,ATL,29.93,33.03,1
CHMY,Green,PW7NPFTV_Godley_etal_2002_Chmy,CR,TRUE,2002,5,Argos,Satellite Telemetry,FEE,,,,,,,,,,,5,,,5,,,,,,,ATL,21.5,33,1
CHMY,Green,PYYTVNGX_Pillans_etal_2022_Chmy,AX,FALSE,2022,1,ACOUSTIC/SONIC TAG (MARK-RECAP); FLIPPER TAG,Acoustic Telemetry,FEE;OBS,18,15,48,,,,,29,22,7,18,15,48,,,,,29,22,7,IND,113.898,-21.974,1
CHMY,Green,Q2E9R5RS_Waayers_etal_2011_Chmy,AY,TRUE,2011,1,Argos; GPS,Satellite Telemetry,NES,11,,,,11,,,,,,11,,,,11,,,,,,IND,122.116,-16.85,1
CHMY,Green,Q2E9R5RS_Waayers_etal_2011_Chmy,AY,TRUE,2011,1,Argos; GPS,Satellite Telemetry,OBS,,,,,,,,,,,10,,,,,10,,,,,IND,122.116,-16.85,1
CHMY,Green,QP99JZBA_Enstipp_etal_2016_Chmy,BW,FALSE,2016,1,ADVANCED DIVE BEHAVIOR TAG,Dive Loggers,NES,,,,,,,,,,,1,,,,1,,,,,,IND,43.733,-12.317,1
CHMY,Green,QP99JZBA_Enstipp_etal_2016_Chmy,DY,FALSE,2016,1,ADVANCED DIVE BEHAVIOR TAG,Dive Loggers,FEE,6,7,,13,,,,,,,6,7,,13,,,,,,,IND,45.083,-12.967,1
CHMY,Green,QP99JZBA_Enstipp_etal_2016_Chmy,GR,FALSE,2016,1,ADVANCED DIVE BEHAVIOR TAG,Dive Loggers,OBS,,,,,,,,,,,1,,,1,,,,,,,IND,41.84,-12.909,1
CHMY,Green,QSW23ZTJ_Hays_etal_2001_Chmy,AG,TRUE,2001,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,12,,,,12,,,,,,12,,,,12,,,,,,ATL,-14.407,-7.923,1
CHMY,Green,QSW23ZTJ_Hays_etal_2001_Chmy,CH,FALSE,2001,10,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,12,,,12,,,,,,,ATL,-34,-7,1
CHMY,Green,R5NTTXM9_Hochscheid_etal_1999_Chmy,AK,FALSE,1999,1,ADVANCED DIVE BEHAVIOR TAG,Dive Loggers,NES,,,,,,,,,,,4,,,,4,,,,,,ATL,33.5,35.35,1
CHMY,Green,RA4TMJME_Whiting_etal_2008_Chmy,BX,FALSE,2008,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,6,,,,6,,,,,,6,,,,6,,,,,,IND,96.828,-11.836,1
CHMY,Green,RA4TMJME_Whiting_etal_2008_Chmy,BX,FALSE,2008,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,6,,,6,,,,,,,IND,96.876,-12.166,1
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,AK,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;NES,26,2,,,28,,,,,,26,2,,,28,,,,,,ATL,33.482,35.384,1
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,CL,TRUE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,3,3,,,,,,,ATL,31.39,36.455,1
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,CL,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,2,2,,,,,,,ATL,32.342,34.605,1
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,CR,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,,7,,,,,,,ATL,23.151,32.626,1
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,DD,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,,7,,,,,,,ATL,33.128,31.194,1
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,DG,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,,6,,,,,,,ATL,15.741,31.559,1
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,DH,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,2,2,,,,,,,ATL,11.741,33.268,1
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,DU,FALSE,2017,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,1,1,,,,,,,ATL,29.292,31.186,1
CHMY,Green,RDUSPBLB_Arai_2004_Chmy,AC,TRUE,2004,1,SATELLITE TAG (GPS),Satellite Telemetry,NES,22,,,11,11,,,,,,5,,,,5,,,,,,IND,97.624,8.982,1
CHMY,Green,RDUSPBLB_Arai_2004_Chmy,BY,FALSE,2004,1,SATELLITE TAG (GPS),Satellite Telemetry,NES,,,,,,,,,,,6,,,,6,,,,,,PAC,100.86,12.364,1
CHMY,Green,RDUSPBLB_Arai_2004_Chmy,CO,FALSE,2004,5,SATELLITE TAG (GPS),Satellite Telemetry,OBS,,,,,,,,,,,4,,,4,,,,,,,PAC,114.984,7.865,1
CHMY,Green,RDUSPBLB_Arai_2004_Chmy,CW,FALSE,2004,5,SATELLITE TAG (GPS),Satellite Telemetry,OBS,,,,,,,,,,,5,,,5,,,,,,,IND,93.821,9.981,1
CHMY,Green,RDUSPBLB_Arai_2004_Chmy,DP,FALSE,2004,1,SATELLITE TAG (GPS),Satellite Telemetry,OBS,,,,,,,,,,,2,,,2,,,,,,,PAC,104.443,1.646,1
CHMY,Green,RH43YD5M_Webster_etal_2022_Chmy,CN,FALSE,2022,1,FLIPPER TAG,Mark-Recapture,FEE;OBS,,,,,,,,,,,30,31,12,,,,34,,,,PAC,151.309,-23.836,1
CHMY,Green,RH43YD5M_Webster_etal_2022_Chmy,CN,TRUE,2022,1,SATELLITE TAG (GPS),Satellite Telemetry,FEE;OBS,30,31,12,39,,,34,,,,30,31,12,39,,,34,,,,PAC,151.309,-23.836,1
CHMY,Green,RU8Z4BMU_Rees_etal_2008_Chmy,AR,TRUE,2008,1,Argos,Satellite Telemetry,NES,,,,,,,,,,,1,,,,1,,,,,,ATL,35.863,35.452,1
CHMY,Green,RU8Z4BMU_Rees_etal_2008_Chmy,CR,FALSE,2008,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,25.26,31.61,1
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,BZ,FALSE,2022,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,BRE;MIG;NES;OBS,,,,,,,,,,,10,,,,10,,,,,,ATL,-81.945,26.218,1
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,BZ,TRUE,2022,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;MIG;NES;OBS,,10,,,10,,,,,,10,,,,10,,,,,,ATL,-81.945,26.218,1
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,CF,FALSE,2022,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,FEE;OBS,,,,,,,,,,,10,,,,,6,,,,,ATL,-81.746,25.013,1
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,CF,TRUE,2022,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,10,,,,,6,,,,,ATL,-81.746,25.013,1
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,CF,FALSE,2022,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,OBS,,,,,,,,,,,1,,,1,,,,,,,ATL,-80.449,27.99,1
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,CF,TRUE,2022,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,ATL,-80.449,27.99,1
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,CF,FALSE,2022,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,-82.816,27.354,1
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,CF,TRUE,2022,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,-82.816,27.354,1
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,BO,FALSE,1995,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;NES,4,,,,4,,,,,,4,,,,4,,,,,,PAC,103.008,5.813,1
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,CO,FALSE,1995,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,115.359,5.597,1
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,CO,FALSE,1995,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,117.292,8.332,1
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,GS,FALSE,1995,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,103.433,3.283,1
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,GT,FALSE,1995,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,106.247,-2.102,1
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,GU,FALSE,1995,1,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,105.831,2.899,1
CHMY,Green,THF2HFF4_Nichols_2003_Chmy,CA,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE,,,10,,,,,,,10,,,3,,,,,,,3,PAC,-103.69,18.523,1
CHMY,Green,THF2HFF4_Nichols_2003_Chmy,CS,FALSE,2003,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,10,,,,,,,10,PAC,-114.499,26.835,1
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,BB,TRUE,2019,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,6,,,,6,,,,,,6,,,,6,,,,,,ATL,8.527,3.242,1
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,DM,TRUE,2019,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,5,,,5,,,,,,,ATL,0.111,5.465,1
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,EA,TRUE,2019,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS;STO,,,,,,,,,,,4,,,4,,,,,,,ATL,3.544,6.321,1
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,BQ,FALSE,2022,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,BRE;FEE;NES,13,12,,,25,,,,,,13,12,,,25,,,,,,ATL,-15.731,10.883,1
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,DM,FALSE,2022,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,0.605,5.466,1
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,GV,FALSE,2022,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,,5,,5,,,,,,,ATL,-16.85,13.655,1
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,GW,FALSE,2022,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,10,2,,12,,,,,,,ATL,-16.537,20.058,1
CHMY,Green,U7SJ7ADW_Gillis_etal_2020_Chmy,CI,FALSE,2020,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,7,,,,,,,7,,,7,,,,,7,,,ATL,-79.267,25.718,1
CHMY,Green,UHQ5UWVA_Hazel_2009_Chmy,CX,FALSE,2009,1,ACOUSTIC/SONIC TAG (TELEMETRY); SATELLITE TELEMETRY (ARGOS); SATELLITE TELEMETRY (GPS),Combined Techniques,OBS,,,3,3,,,,,,,,,3,,,,,,,3,PAC,153.253,-27.239,1
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,AU,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG;OBS,4,,,,4,,,,,,1,,,1,,,,,,,IND,37.74,23.669,1
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,CB,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;NES,,,,,,,,,,,4,,,4,,,,,,,IND,36.333,24,1
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,GX,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,36.162,22.811,1
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,GY,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,35.215,24.457,1
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,GZ,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,39.84,16.522,1
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,HA,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,33.737,27.644,1
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,AK,FALSE,2022,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,BRE,19,,,,19,,,,,,19,,,,17,2,,,,,ATL,33.931,35.527,1
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,CR,FALSE,2022,1,SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,5,,,5,,,,,,,ATL,23.718,32.328,1
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,CR,FALSE,2022,1,SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,16.173,31.512,1
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,DD,FALSE,2022,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,14,,,14,,,,,,,ATL,33.116,31.199,1
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,DH,FALSE,2022,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,10.807,33.579,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,AE,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;MIG;OBS,,,,,,,,,,,1,1,2,1,,,,1,2,,PAC,118.926,23.003,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,AJ,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;FEE;OBS,9,1,13,9,,4,,10,,,10,1,8,,3,,,6,3,,PAC,114.298,22.238,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,CC,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;FEE;MIG;OBS,,,,,,,,,,,1,,5,,2,,,3,1,,PAC,120.464,22.316,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,CO,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,PAC,117.099,8.358,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,CP,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,110.611,20.486,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,CP,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,107.547,20.245,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,CP,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,112,21.76,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,DA,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,PAC,121.523,25.512,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,DA,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,123.486,24.314,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,DA,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG;OBS,,,,,,,,,,,1,,1,,,,,1,1,,PAC,120.729,26.442,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,EF,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,1,,,,,1,,,PAC,116.799,20.344,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,HB,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG;OBS,,,,,,,,,,,2,,4,1,,,,1,2,2,PAC,116.031,22.505,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,HC,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,1,1,,,,1,,,PAC,120.702,18.6,1
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,HD,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,124.142,12.535,1
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,BS,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,2,,6,,2,,,6,,,1,,,1,,,,,,,IND,40.597,-11.738,1
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,BW,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,,,,,,,,,,,1,,,,1,,,,,,IND,43.686,-12.409,1
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,CD,FALSE,2003,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,,,,,,,,,,,1,,,,1,,,,,,IND,54.524,-15.893,1
