MetaUniqueID_From,BehaviorForSymbology,Habitat,SiteLocation,Lat,Lon,MinNumIndividuals,Radius,Connections.From.Nesting.Site,Connections.to.Foraging,Basin,RMU_From,MetaUniqueID_To,BehaviorForSymbology,Habitat,SiteLocation,Lat,Lon,MinNumIndividuals,Radius,Connections.From.Nesting.Site,Site,Connections.to.Foraging,Basin,RMU_To,Lat1,Lon1,Lat2,Lon2,Distance
METACHMY_BE,NES,Continental,"Djulpan, Gulf of Carpentaria, Australia",-12.583,136.733,20,1,NA,5,PAC,7,METACHMY_DL,FEE,Insular,"Tiwi & Cobourg;Blue Mud Bay, Gulf of Carpentaria, Australia;Aru Islands, West Papau, Indonesia",-9.875438419,134.378957,17,5,7,1,NA,PAC,6;7,-0.21961478,2.386441046,-0.172358915,2.345355245,395.6590992
METACHMY_BG,NES,Island,"Helen Island, Palau",2.95,131.809,237,1,NA,3,PAC,8,METACHMY_DL,FEE,Insular,"Tiwi & Cobourg;Blue Mud Bay, Gulf of Carpentaria, Australia;Aru Islands, West Papau, Indonesia",-9.875438419,134.378957,17,5,7,1,NA,PAC,6;7,0.051487213,2.300501034,-0.172358915,2.345355245,1454.252154
METACHMY_BH,NES,Island,"Merir Island, Palau",4.313,132.314,73,1,NA,2,PAC,8,METACHMY_DL,FEE,Insular,"Tiwi & Cobourg;Blue Mud Bay, Gulf of Carpentaria, Australia;Aru Islands, West Papau, Indonesia",-9.875438419,134.378957,17,5,7,1,NA,PAC,6;7,0.075276051,2.309314946,-0.172358915,2.345355245,1594.179583
METACHMY_BB,NES,Island,Bioko Island,3.235,8.5265,11,1,NA,3,ATL,2,METACHMY_DM,FEE,Coastal,"Accra, Ghana;Ghana",5.474333333,0.20766608,8,1,2,1,1,ATL,1;2,0.056461401,0.148815499,0.095545141,0.003624457,955.2997937
METACHMY_BQ,NES,Island,"Joao Vieira & Poilao National Marine Park, Bijagos Archipelago, Guinea-Bissau;Poilao Island, Bijagos;Bijagos archipelago, West Africa",10.76099998,-15.5103332,35,1,NA,4,ATL,2,METACHMY_DM,FEE,Coastal,"Accra, Ghana;Ghana",5.474333333,0.20766608,8,1,2,1,1,ATL,1;2,0.18781488,-0.270706382,0.095545141,0.003624457,1826.662868
METACHMY_EA,FEE,Coastal,Benin-Nigeria;South west Nigeria,6.2215,3.2175,6,1,1,NA,ATL,2,METACHMY_DM,FEE,Coastal,"Accra, Ghana;Ghana",5.474333333,0.20766608,8,1,2,1,1,ATL,1;2,0.108585659,0.056155969,0.095545141,0.003624457,343.1433145
METACHMY_AY,NES,Island,"Lacepede Is;West & Lacepede Islands, Western Australia",-16.85,122.1173333,11,1,NA,6,IND,6,METACHMY_DN,FEE,Coastal,"Numbulwar, Gulf of Carpentaria, Australia;Gulf of Carpentaria",-14.5025,135.9185,6,1,3,1,NA,PAC,6;7,-0.294087979,2.13134954,-0.253116375,2.372225339,1500.033918
METACHMY_BA,NES,Island,Scott Reef,-14.06,121.78,15,1,NA,4,IND,6,METACHMY_DN,FEE,Coastal,"Numbulwar, Gulf of Carpentaria, Australia;Gulf of Carpentaria",-14.5025,135.9185,6,1,3,1,NA,PAC,6;7,-0.245393293,2.125461963,-0.253116375,2.372225339,1524.098539
METACHMY_BE,NES,Continental,"Djulpan, Gulf of Carpentaria, Australia",-12.583,136.733,20,1,NA,5,PAC,7,METACHMY_DN,FEE,Coastal,"Numbulwar, Gulf of Carpentaria, Australia;Gulf of Carpentaria",-14.5025,135.9185,6,1,3,1,NA,PAC,6;7,-0.21961478,2.386441046,-0.253116375,2.372225339,230.8852892
METACHMY_BJ,NES,Island,"Gielop Island, Ulithi Atoll, Yap State, Federated States of Micronesia;Gielop Island, Ilithi Atoll, Yap State, Micronesia",9.955,139.7865,14,1,NA,8,PAC,8,METACHMY_DP,FEE,Coastal,"Sibu Islands, Sibu Archipelago, Malaysia;South east Malaysia;Pemanggil Island, Malaysia",2.147667383,104.2840001,4,1,3,1,NA,PAC,6,0.173747527,2.439734675,0.037483867,1.820099159,4016.747749
METACHMY_BO,NES,Continental,"Terengganu, Malaysia;Chagar Hutang beach, Pulau Redang, Malaysia;Chagar Hutang beach, Redang Island, Malaysia;Ma'Daerah Turtle Sanctuary, Paka, Terengganu, Malaysia;Ma'Daerah Turtle Sanctuary;Paka, Terengganu, Malaysia",5.023852832,103.2935716,13,1,NA,8,PAC,6,METACHMY_DP,FEE,Coastal,"Sibu Islands, Sibu Archipelago, Malaysia;South east Malaysia;Pemanggil Island, Malaysia",2.147667383,104.2840001,4,1,3,1,NA,PAC,6,0.087682773,1.802812921,0.037483867,1.820099159,338.1742221
METACHMY_BY,NES,Continental,Bangkok,12.364,100.86,6,1,NA,2,PAC,6,METACHMY_DP,FEE,Coastal,"Sibu Islands, Sibu Archipelago, Malaysia;South east Malaysia;Pemanggil Island, Malaysia",2.147667383,104.2840001,4,1,3,1,NA,PAC,6,0.215792509,1.760339084,0.037483867,1.820099159,1196.976508
METACHMY_AE,NES,Island,"Wan-an Island, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan Strait;Penghu Island, Taiwan",23.27225022,119.3512509,22,1,NA,6,PAC,6,METACHMY_DQ,FEE,Coastal,"Southwest Japan;South Japan;Koshiki, Japan",32.29833415,129.6103334,5,1,1,1,2,PAC,6,0.406177391,2.083072295,0.563712274,2.262127062,1421.761644
METACHMY_EX,NA,NA,NA,33.16,126.664,NA,NA,NA,NA,NA,8,METACHMY_DQ,FEE,Coastal,"Southwest Japan;South Japan;Koshiki, Japan",32.29833415,129.6103334,5,1,1,1,2,PAC,6,0.57875118,2.210703844,0.563712274,2.262127062,341.3403239
METACHMY_EZ,OBS,Coastal,"North of Tsushima Island, Japan",35.12,130.02,1,1,NA,1,PAC,6,METACHMY_DQ,FEE,Coastal,"Southwest Japan;South Japan;Koshiki, Japan",32.29833415,129.6103334,5,1,1,1,2,PAC,6,0.612959633,2.269277093,0.563712274,2.262127062,316.0338864
METACHMY_AL,NES,Continental,"Guanacaste Peninsula, Costa Rica;Nombre de Jesus, Costa Rica;Nombre de Jesus & Zapotillal beaches, Costa Rica;Zapotillal beach, Nicoya Peninsula, Costa Rica;Nombre de Jesus beach, Nicoya Peninsula, Costa Rica;Gulf of Santa Elena, Northern Costa Rica;Gulf of Papagayo, Costa Rica",10.55189962,-85.87519997,213,1,NA,2,PAC,11,METACHMY_DT,FEE,Insular,Gulf of Panama,8.371,-78.9385,2,1,2,1,NA,PAC,11,0.184165391,-1.498804985,0.146101512,-1.377736732,798.4865253
METACHMY_AM,NES,Island,"Galapagos Islands, Ecuador",-0.5,-90.5,12,1,NA,5,PAC,11,METACHMY_DT,FEE,Insular,Gulf of Panama,8.371,-78.9385,2,1,2,1,NA,PAC,11,-0.008726646,-1.579522973,0.146101512,-1.377736732,1616.964255
METACHMY_AK,NES,Island,"Alagadi beach, Cyprus;Alagadi & Esentepe, Cyprus;Alagadi, Cyprus;Alagadi & Esentape beachs, Cyprus;Alagadi, North Cyprus;Karpaz Peninsula, Cyprus;South Cyprus;Kurtulus, Turkey",35.44489789,33.66959978,82,1,NA,6,ATL,3,METACHMY_DU,FEE,Coastal,"Gulf of Arab;Gulf of Arab, Egypt",31.048,29.206,2,1,1,1,NA,ATL,1,0.618630171,0.587645374,0.541889826,0.509740861,641.1832229
METACHMY_AW,NES,Island,"Rosemary Is, Legendre Is, Middle Is, Barrow Is, Montebello Is;",-20.501,116.093,36,1,NA,6,IND,6,METACHMY_DV,FEE,Insular,North west Australia,-19.087,116.311,40,5,4,1,NA,IND,6,-0.35780995,2.026205089,-0.333130994,2.030009906,158.8752216
METACHMY_AY,NES,Island,"Lacepede Is;West & Lacepede Islands, Western Australia",-16.85,122.1173333,11,1,NA,6,IND,6,METACHMY_DV,FEE,Insular,North west Australia,-19.087,116.311,40,5,4,1,NA,IND,6,-0.294087979,2.13134954,-0.333130994,2.030009906,662.5353772
METACHMY_AZ,NES,Island,Maret Is,-14.483,125.097,21,1,NA,6,IND,6,METACHMY_DV,FEE,Insular,North west Australia,-19.087,116.311,40,5,4,1,NA,IND,6,-0.252776036,2.183354534,-0.333130994,2.030009906,1065.923779
METACHMY_BA,NES,Island,Scott Reef,-14.06,121.78,15,1,NA,4,IND,6,METACHMY_DV,FEE,Insular,North west Australia,-19.087,116.311,40,5,4,1,NA,IND,6,-0.245393293,2.125461963,-0.333130994,2.030009906,807.3935161
METACHMY_BF,NES,Island,"Europa Island, southern Mozambique Channel;Europa;Southeast of Europa Is",-22.4207499,40.5989961,19,1,NA,1,IND,5,METACHMY_DW,OBS,Insular,West of Madagascar;Southeast of Europa Is,-22.8025,42.7235,3,1,1,1,NA,IND,5,-0.391315907,0.708586155,-0.397978703,0.745665743,222.1657942
METACHMY_BB,NES,Island,Bioko Island,3.235,8.5265,11,1,NA,3,ATL,2,METACHMY_EA,FEE,Coastal,Benin-Nigeria;South west Nigeria,6.2215,3.2175,6,1,1,1,NA,ATL,1;2,0.056461401,0.148815499,0.108585659,0.056155969,675.517608
METACHMY_BD,NES,Island,"Rose Atoll, American Samoa;Rose Atoll National Wildlife Refuge, American Samoa",-14.544,-168.1543333,8,1,NA,4,PAC,10,METACHMY_EB,OBS,Insular,"Lau Group, Fiji",-18.8905,-179.3605,1,1,1,1,NA,PAC,10,-0.253840686,-2.934846768,-0.329701422,-3.130431273,1287.073063
METACHMY_BD,NES,Island,"Rose Atoll, American Samoa;Rose Atoll National Wildlife Refuge, American Samoa",-14.544,-168.1543333,8,1,NA,4,PAC,10,METACHMY_EC,FEE,Insular,"Vanua Levu, Fiji;Taveuni, Fiji",-16.57833302,179.8416688,4,1,1,1,NA,PAC,10,-0.253840686,-2.934846768,-0.289346496,3.138829253,1305.352772
METACHMY_BE,NES,Continental,"Djulpan, Gulf of Carpentaria, Australia",-12.583,136.733,20,1,NA,5,PAC,7,METACHMY_ED,OBS,Coastal,"Umbakmba, Groote Eylandt, Gulf of Carpentaria",-13.86,136.81,1,1,1,1,NA,PAC,6;7,-0.21961478,2.386441046,-0.241902634,2.38778495,142.2403301
METACHMY_BJ,NES,Island,"Gielop Island, Ulithi Atoll, Yap State, Federated States of Micronesia;Gielop Island, Ilithi Atoll, Yap State, Micronesia",9.955,139.7865,14,1,NA,8,PAC,8,METACHMY_EE,FEE,Insular,"Dumaran Island, Palawan, west Philippines;Palawan, Philippines",10.623,119.48,2,1,2,1,NA,PAC,6,0.173747527,2.439734675,0.185406326,2.08531939,2222.522186
METACHMY_BR,NES,Island,"Loj, Erikub Atoll, Marshall Islands;Erikub Atoll, Marshall Islands",9.145,169.99,10,1,NA,5,PAC,8,METACHMY_EE,FEE,Insular,"Dumaran Island, Palawan, west Philippines;Palawan, Philippines",10.623,119.48,2,1,2,1,NA,PAC,6,0.15961036,2.966885195,0.185406326,2.08531939,5529.656909
METACHMY_AE,NES,Island,"Wan-an Island, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan Strait;Penghu Island, Taiwan",23.27225022,119.3512509,22,1,NA,6,PAC,6,METACHMY_EF,FEE,Insular,"Pratas Islands;Dongsha Atoll, Taiwan",20.516,116.7915,4,1,2,1,1,PAC,6,0.406177391,2.083072295,0.358071749,2.038396213,404.5478741
METACHMY_AJ,NES,Island,"Sham Wan, Lamma Island, Hong Kong;Hong Kong;Dangan Liedao & Po Toi, China",22.17625001,114.18,30,1,NA,6,PAC,6,METACHMY_EF,FEE,Insular,"Pratas Islands;Dongsha Atoll, Taiwan",20.516,116.7915,4,1,2,1,1,PAC,6,0.387048578,1.99281694,0.358071749,2.038396213,327.4497727
METACHMY_HB,OBS,Coastal,"Shanwei, China",22.505,116.031,6,1,1,NA,PAC,6,METACHMY_EF,FEE,Insular,"Pratas Islands;Dongsha Atoll, Taiwan",20.516,116.7915,4,1,2,1,1,PAC,6,0.392786348,2.025122984,0.358071749,2.038396213,234.7410782
METACHMY_AB,NES,Island,"Rekawa Sanctuary, Tangalle Bay, Sri Lanka;Waters near Rekawa Sanctuary;Habbaraduwa;Bundala;Ussangoda;Southern Sri Lankan waters",6.040571433,80.82785771,24,1,NA,3,IND,4,METACHMY_EG,FEE,Coastal,Gulf of Mannar,9.117,79.255,4,1,1,1,NA,IND,4,0.10542786,1.410712244,0.159121668,1.383260699,383.4958698
METACHMY_AB,NES,Island,"Rekawa Sanctuary, Tangalle Bay, Sri Lanka;Waters near Rekawa Sanctuary;Habbaraduwa;Bundala;Ussangoda;Southern Sri Lankan waters",6.040571433,80.82785771,24,1,NA,3,IND,4,METACHMY_EH,FEE,Coastal,"Karnataka, India",14.009,74.481,2,1,1,1,NA,IND,4,0.10542786,1.410712244,0.244503175,1.29993868,1125.695277
METACHMY_AB,NES,Island,"Rekawa Sanctuary, Tangalle Bay, Sri Lanka;Waters near Rekawa Sanctuary;Habbaraduwa;Bundala;Ussangoda;Southern Sri Lankan waters",6.040571433,80.82785771,24,1,NA,3,IND,4,METACHMY_EI,FEE,Insular,Lakshadweep Islands,8.287,73.063,1,1,1,1,NA,IND,4;5,0.10542786,1.410712244,0.144635435,1.275189911,892.2824425
METACHMY_AD,NES,Island,"Taipin Tao, Nansha Archipelago, South China Sea",10.377,114.366,6,1,NA,2,PAC,6,METACHMY_EJ,FEE,Insular,"Northeast coast of Luzon, Philippines",17.485,122.391,1,1,1,1,NA,PAC,6;8,0.181112816,1.996063252,0.30517082,2.136125925,1172.004482
METACHMY_AG,NES,Island,"Long Beach, Georgetown, Ascension Island;Ascension Island;Long Beach, Ascension Island;Deadman's Beach, Ascension Island;English Bay, Ascension Island;Pan Am Beach, Ascension Island;Payne Point, Ascension Island;Long beach, Ascention Island",-7.925833333,-14.40375,63,1,NA,3,ATL,2,METACHMY_EK,OBS,Insular,East off Ascension Island,-9,-18,1,5,1,1,NA,ATL,1;2,-0.138331888,-0.251392862,-0.157079633,-0.314159265,413.1643388
METACHMY_AI,NES,Island,"Gibbs Cay, Turks & Caicos Islands;Waters of Turks & Caicos Islands;North of East Caicos, Turks & Caicos Islands",21.67500021,-71.37500021,24,1,NA,2,ATL,1,METACHMY_EN,FEE,Insular,"St. Croix, USVI",17.7,-64.7,1,1,1,1,NA,ATL,1,0.378300119,-1.245728757,0.308923278,-1.129228026,826.6833137
METACHMY_DR,FEE,NA,NA,5.883,-162.08,,NA,NA,NA,NA,0,METACHMY_EO,OBS,Insular,Kiritimati Island,1.948,-157.503,1,1,NA,1,1,PAC,10,0.10267772,-2.828829652,0.033999014,-2.748945932,671.1712674
METACHMY_DR,NA,NA,NA,5.883,-162.08,NA,NA,NA,NA,NA,0,METACHMY_EP,OBS,Insular,Kosrae,5.35,162.917,1,1,NA,1,1,PAC,8,0.10267772,3.454355656,0.093375115,2.843438057,3892.607228
METACHMY_DR,NA,NA,NA,5.883,-162.08,NA,NA,NA,NA,NA,0,METACHMY_EQ,OBS,Feeding-Pelagic,East off Palmyra Atoll,8.487,-147.602,1,5,NA,1,1,PAC,0,0.10267772,-2.828829652,0.148126094,-2.576140883,1635.71214
METACHMY_CM,NA,NA,NA,20.966,-156.697,NA,NA,NA,NA,NA,9,METACHMY_ER,FEE,Insular,South tip of Hawaii,18.893,-155.748,1,1,NA,1,1,PAC,9,0.365925731,-2.734878578,0.329745056,-2.718315403,253.5129702
METACHMY_ER,FEE,Insular,South tip of Hawaii,18.893,-155.748,1,1,NA,1,PAC,9,METACHMY_ES,OBS,Insular,Southwest of Hawaii,18.1,-160.2,1,1,NA,1,1,PAC,9,0.329745056,-2.718315403,0.315904595,-2.796017462,477.6601388
METACHMY_AM,NES,Island,"Galapagos Islands, Ecuador",-0.5,-90.5,12,1,NA,5,PAC,11,METACHMY_ET,OBS,Insular,"Central Pacific, Southwest off Galapagos",-4,-102,3,1,1,1,NA,PAC,11,-0.008726646,-1.579522973,-0.06981317,-1.780235837,1335.516295
METACHMY_AM,NES,Island,"Galapagos Islands, Ecuador",-0.5,-90.5,12,1,NA,5,PAC,11,METACHMY_EU,OBS,Insular,South of Galapagos,-3,-92,1,1,1,1,NA,PAC,11,-0.008726646,-1.579522973,-0.052359878,-1.605702912,324.139293
METACHMY_AM,NES,Island,"Galapagos Islands, Ecuador",-0.5,-90.5,12,1,NA,5,PAC,11,METACHMY_EV,OBS,Insular,"South Pacific, West off Peru",-10,-94,3,1,1,1,NA,PAC,11,-0.008726646,-1.579522973,-0.174532925,-1.640609497,1125.042408
METACHMY_AV,NES,Continental,"Tortuguero, Costa Rica;Costa Rica;Waters around Tortuguero, Costa Rica",10.25399986,-83.23399996,47338,1,NA,13,ATL,1,METACHMY_EW,OBS,Insular,Grenada,12.12,-61.75,1,1,1,1,NA,ATL,1,0.178966059,-1.452707349,0.211533905,-1.077740813,2352.050554
METACHMY_EX,NA,NA,NA,33.16,126.664,NA,NA,NA,NA,NA,6,METACHMY_EY,OBS,Coastal,"East of Nantong, China",32.99,122.204,1,1,NA,1,1,PAC,6,0.57875118,2.210703844,0.57578412,2.132862159,496.2895044
METACHMY_EX,NA,NA,NA,33.16,126.664,NA,NA,NA,NA,NA,6,METACHMY_EZ,OBS,Coastal,"North of Tsushima Island, Japan",35.12,130.02,1,1,NA,1,1,PAC,6,0.57875118,2.210703844,0.612959633,2.269277093,432.1512647
METACHMY_AW,NES,Island,"Rosemary Is, Legendre Is, Middle Is, Barrow Is, Montebello Is;",-20.501,116.093,36,1,NA,6,IND,6,METACHMY_FA,FEE,Coastal,Shark Bay,-25.655,113.402,4,1,2,1,NA,IND,6,-0.35780995,2.026205089,-0.44776422,1.979238278,635.7197302
METACHMY_AX,NES,Continental,Muiron Is & Ningaloo;Nigaloo coast,-21.887,113.984,94,1,NA,1,IND,6,METACHMY_FA,FEE,Coastal,Shark Bay,-25.655,113.402,4,1,2,1,NA,IND,6,-0.382000213,1.989396095,-0.44776422,1.979238278,423.1452999
METACHMY_AW,NES,Island,"Rosemary Is, Legendre Is, Middle Is, Barrow Is, Montebello Is;",-20.501,116.093,36,1,NA,6,IND,6,METACHMY_FB,FEE,Coastal,Roebuck Bay,-18.151,122.025,3,1,2,1,NA,IND,6,-0.35780995,2.026205089,-0.316794713,2.12973802,674.9822901
METACHMY_AZ,NES,Island,Maret Is,-14.483,125.097,21,1,NA,6,IND,6,METACHMY_FB,FEE,Coastal,Roebuck Bay,-18.151,122.025,3,1,2,1,NA,IND,6,-0.252776036,2.183354534,-0.316794713,2.12973802,523.2379897
METACHMY_AZ,NES,Island,Maret Is,-14.483,125.097,21,1,NA,6,IND,6,METACHMY_FC,FEE,Coastal,Bougainville,-13.855,126.227,6,1,2,1,NA,IND,6,-0.252776036,2.183354534,-0.241815368,2.203076755,140.4210659
METACHMY_BA,NES,Island,Scott Reef,-14.06,121.78,15,1,NA,4,IND,6,METACHMY_FC,FEE,Coastal,Bougainville,-13.855,126.227,6,1,2,1,NA,IND,6,-0.245393293,2.125461963,-0.241815368,2.203076755,480.4179376
METACHMY_AY,NES,Island,"Lacepede Is;West & Lacepede Islands, Western Australia",-16.85,122.1173333,11,1,NA,6,IND,6,METACHMY_FD,FEE,Coastal,Joseph Bonaparte Gulf,-14.217,129.203,1,1,1,1,NA,IND,6,-0.294087979,2.13134954,-0.24813346,2.255017753,813.5052896
METACHMY_AW,NES,Island,"Rosemary Is, Legendre Is, Middle Is, Barrow Is, Montebello Is;",-20.501,116.093,36,1,NA,6,IND,6,METACHMY_FE,FEE,Insular,Sumba,-9.657,120.631,1,1,1,1,NA,IND,6,-0.35780995,2.026205089,-0.168546446,2.10540813,1300.179677
METACHMY_BB,NES,Island,Bioko Island,3.235,8.5265,11,1,NA,3,ATL,2,METACHMY_FG,FEE,Coastal,Gabon,-2.595,8.927,2,5,1,1,NA,ATL,1;2,0.056461401,0.148815499,-0.045291294,0.155805542,649.7929052
METACHMY_FG,FEE,Coastal,Gabon,-2.595,8.927,2,5,1,NA,ATL,2,METACHMY_FH,FEE,Coastal,Angola,-12.1,13.272,2,1,NA,1,1,ATL,2,-0.045291294,0.155805542,-0.211184839,0.231640098,1160.218727
METACHMY_DE,NA,NA,NA,39.333,141.933,NA,NA,NA,NA,NA,6,METACHMY_FI,FEE,Coastal,"South of Otsuchi Bay, Japan",38.105,141.106,12,1,NA,1,1,PAC,6,0.686490355,2.477198167,0.665057711,2.462764294,164.6253224
METACHMY_BE,NES,Continental,"Djulpan, Gulf of Carpentaria, Australia",-12.583,136.733,20,1,NA,5,PAC,7,METACHMY_FJ,FEE,Coastal,"Edward Pellow Islands, Gulf of Carpentaria, Australia",-15.6,136.8,13,1,1,1,NA,PAC,6;7,-0.21961478,2.386441046,-0.272271363,2.387610417,335.5528832
METACHMY_BE,NES,Continental,"Djulpan, Gulf of Carpentaria, Australia",-12.583,136.733,20,1,NA,5,PAC,7,METACHMY_FK,FEE,Coastal,"Bentinck Island, Gulf of Carpentaria, Australia",-17.22,139.45,1,1,1,1,NA,PAC,6;7,-0.21961478,2.386441046,-0.300545697,2.433861642,592.4825233
METACHMY_FM,FEE,Coastal,"Santa Catarina, Brazil",-28.405,-48.629,2,1,NA,1,ATL,2,METACHMY_FL,FEE,Coastal,"Cerro Verde e Islas de La Coronilla, Uruguay",-34.237,-53.487,3,1,NA,1,1,ATL,2,-0.495760774,-0.848736162,-0.597548376,-0.933524257,795.6525134
METACHMY_FL,FEE,Coastal,"Cerro Verde e Islas de La Coronilla, Uruguay",-34.237,-53.487,3,1,NA,1,ATL,2,METACHMY_FM,FEE,Coastal,"Santa Catarina, Brazil",-28.405,-48.629,2,1,NA,1,1,ATL,2,-0.597548376,-0.933524257,-0.495760774,-0.848736162,795.6525134
METACHMY_FL,FEE,Coastal,"Cerro Verde e Islas de La Coronilla, Uruguay",-34.237,-53.487,3,1,NA,1,ATL,2,METACHMY_FN,OBS,Coastal,Rio de la Plata,-36.54,-56.335,1,1,NA,1,1,ATL,2,-0.597548376,-0.933524257,-0.637743309,-0.983231234,363.5995391
METACHMY_BG,NES,Island,"Helen Island, Palau",2.95,131.809,237,1,NA,3,PAC,8,METACHMY_FO,OBS,Insular,"Likopang, Sulawesi, Indonesia",1.708,125.079,1,1,1,1,NA,PAC,6;8,0.051487213,2.300501034,0.029810224,2.183040375,760.355438
METACHMY_BG,NES,Island,"Helen Island, Palau",2.95,131.809,237,1,NA,3,PAC,8,METACHMY_FP,OBS,Insular,"West of Helen Island, Papau",2.913,130.363,1,1,1,1,NA,PAC,8,0.051487213,2.300501034,0.050841441,2.275263573,160.6301388
METACHMY_AE,NES,Island,"Wan-an Island, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan Strait;Penghu Island, Taiwan",23.27225022,119.3512509,22,1,NA,6,PAC,6,METACHMY_FQ,FEE,Coastal,"Qinpend Dao, Mainland China",23.217,117.267,1,1,1,1,NA,PAC,6,0.406177391,2.083072295,0.405213092,2.046695254,213.0326722
METACHMY_BP,NES,Island,"Chagos Archipelago;Diego Garcia Island, Chagos Archipelago;Great Chagos Bank",-6.731663811,72.30100041,12,1,NA,5,IND,5,METACHMY_FR,OBS,Insular,Saya de Malha North,-9.548,61.754,2,1,1,1,NA,IND,5,-0.117489698,1.26189051,-0.166644037,1.077810626,1202.301477
METACHMY_BP,NES,Island,"Chagos Archipelago;Diego Garcia Island, Chagos Archipelago;Great Chagos Bank",-6.731663811,72.30100041,12,1,NA,5,IND,5,METACHMY_FS,OBS,Insular,Saya de Malha South,-17.417,59.659,1,1,1,1,NA,IND,5,-0.117489698,1.26189051,-0.303983996,1.041245978,1815.140904
METACHMY_AG,NES,Island,"Long Beach, Georgetown, Ascension Island;Ascension Island;Long Beach, Ascension Island;Deadman's Beach, Ascension Island;English Bay, Ascension Island;Pan Am Beach, Ascension Island;Payne Point, Ascension Island;Long beach, Ascention Island",-7.925833333,-14.40375,63,1,NA,3,ATL,2,METACHMY_FT,OBS,Insular,Mid-Atlantic,-9,-25,2,5,1,1,NA,ATL,1;2,-0.138331888,-0.251392862,-0.157079633,-0.436332313,1171.470352
METACHMY_BP,NES,Island,"Chagos Archipelago;Diego Garcia Island, Chagos Archipelago;Great Chagos Bank",-6.731663811,72.30100041,12,1,NA,5,IND,5,METACHMY_FW,FEE,Coastal,Somalia,4.905,48.596,2,1,1,1,NA,IND,5,-0.117489698,1.26189051,0.0856084,0.848160203,2931.952611
METACHMY_BP,NES,Island,"Chagos Archipelago;Diego Garcia Island, Chagos Archipelago;Great Chagos Bank",-6.731663811,72.30100041,12,1,NA,5,IND,5,METACHMY_FX,FEE,Insular,"Amirantes Islands, Seychelles",-4.69,55.49,4,1,1,1,NA,IND,5,-0.117489698,1.26189051,-0.081855942,0.968483202,1873.656576
METACHMY_BP,NES,Island,"Chagos Archipelago;Diego Garcia Island, Chagos Archipelago;Great Chagos Bank",-6.731663811,72.30100041,12,1,NA,5,IND,5,METACHMY_FY,FEE,Insular,Maldives,-0.676,73.169,1,1,1,1,NA,IND,5,-0.117489698,1.26189051,-0.011798426,1.27703996,680.2061512
METACHMY_BO,NES,Continental,"Terengganu, Malaysia;Chagar Hutang beach, Pulau Redang, Malaysia;Chagar Hutang beach, Redang Island, Malaysia;Ma'Daerah Turtle Sanctuary, Paka, Terengganu, Malaysia;Ma'Daerah Turtle Sanctuary;Paka, Terengganu, Malaysia",5.023852832,103.2935716,13,1,NA,8,PAC,6,METACHMY_FZ,FEE,Insular,"North Natuna Archipelago, Indonesia",3.444,107.896,1,1,1,1,NA,PAC,6,0.087682773,1.802812921,0.060109139,1.88314045,539.7411965
METACHMY_BJ,NES,Island,"Gielop Island, Ulithi Atoll, Yap State, Federated States of Micronesia;Gielop Island, Ilithi Atoll, Yap State, Micronesia",9.955,139.7865,14,1,NA,8,PAC,8,METACHMY_GA,FEE,Insular,"Sulu Archipelago, Soutwest Philippines",5.84,120.985,4,1,1,1,NA,PAC,6,0.173747527,2.439734675,0.101927228,2.111586596,2120.118796
METACHMY_BJ,NES,Island,"Gielop Island, Ulithi Atoll, Yap State, Federated States of Micronesia;Gielop Island, Ilithi Atoll, Yap State, Micronesia",9.955,139.7865,14,1,NA,8,PAC,8,METACHMY_GB,FEE,Insular,"Lingayen Gulf, Luzon, Northwest Philippines",16.244,120.205,1,1,1,1,NA,PAC,6,0.173747527,2.439734675,0.283511284,2.097973027,2231.339579
METACHMY_BJ,NES,Island,"Gielop Island, Ulithi Atoll, Yap State, Federated States of Micronesia;Gielop Island, Ilithi Atoll, Yap State, Micronesia",9.955,139.7865,14,1,NA,8,PAC,8,METACHMY_GC,FEE,Insular,"Poneas Island, Surigao del Norte, Southeast Philippines",9.922,125.928,1,1,1,1,NA,PAC,6;8,0.173747527,2.439734675,0.173171568,2.19785822,1517.763637
METACHMY_BJ,NES,Island,"Gielop Island, Ulithi Atoll, Yap State, Federated States of Micronesia;Gielop Island, Ilithi Atoll, Yap State, Micronesia",9.955,139.7865,14,1,NA,8,PAC,8,METACHMY_GD,FEE,Insular,"Palimbang, Sultan Kudarat, Southwest Philippines",6.265,123.967,1,1,1,1,NA,PAC,6;8,0.173747527,2.439734675,0.109344878,2.163632314,1788.720954
METACHMY_BR,NES,Island,"Loj, Erikub Atoll, Marshall Islands;Erikub Atoll, Marshall Islands",9.145,169.99,10,1,NA,5,PAC,8,METACHMY_GE,FEE,Insular,"Tarawa, Kiribati",1.5,173,1,1,1,1,NA,PAC,8,0.15961036,2.966885195,0.026179939,3.019419606,912.9805649
