Species,CommonName,ReviewID,ZoteroID,Ver.,Method,SiteID,Location,Radius,Sampling,NumIDs,Numroutes,Numconns,Years,Monthsstart,Monthsend,Monthssampled,Activities,Behaviour,Sex,Lifestage,UniqueID,UniqueID_from,UniqueID_to,Title,Publication Year,Author,Basin,Long,Lat
CHMY,Green,RH43YD5M_Webster_etal_2022_Chmy,RH43YD5M,2.00E+06,MR,A,"Port Curtis & Gladstone, Queensland",1,FLIPPER TAG,73,NA,NA,2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019,(UNK),(UNK),NA,FEE; OBS,FEE,"{ ""M"" : 31, ""U"" : 12, ""F"" : 30 }","{ ""I"" : 34, ""A"" : 39 }",RH43YD5M_A,RH43YD5M_A,RH43YD5M_A,Space-use patterns of green turtles in industrial coastal foraging habitat: Challenges and opportunities for informing management with a large satellite tracking dataset,2022,"Webster, Emily G.; Hamann, Mark; Shimada, Takahiro; Limpus, Colin; Duce, Stephanie",PAC,151.309,-23.836
CHMY,Green,RH43YD5M_Webster_etal_2022_Chmy,RH43YD5M,2.00E+06,T,A,"Port Curtis & Gladstone, Queensland",1,SATELLITE TAG (GPS),73,NA,NA,2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019,(UNK),(UNK),NA,FEE; OBS,FEE,"{ ""M"" : 31, ""U"" : 12, ""F"" : 30 }","{ ""A"" : 39, ""I"" : 34 }",RH43YD5M_A,RH43YD5M_A,RH43YD5M_A,Space-use patterns of green turtles in industrial coastal foraging habitat: Challenges and opportunities for informing management with a large satellite tracking dataset,2022,"Webster, Emily G.; Hamann, Mark; Shimada, Takahiro; Limpus, Colin; Duce, Stephanie",PAC,151.309,-23.836
CHMY,Green,RU8Z4BMU_Rees_etal_2008_Chmy,RU8Z4BMU,1.00E+06,T,A,"Latakia, Syria",1,Argos,1,1,NA,2006,JUL,JUL,NA,NES,NES,"{ ""F"" : 1 }","{ ""AB"" : 1 }",RU8Z4BMU_A,RU8Z4BMU_A,RU8Z4BMU_A,"Satellite tracking of a Green Turtle, Chelonia mydas, from Syria further highlights importance of North Africa for Mediterranean turtles",2008,"Rees, Alan F.; Jony, Mohammad; Margaritoulis, Dimitris; Godley, Brendan J.",ATL,35.863,35.452
CHMY,Green,RU8Z4BMU_Rees_etal_2008_Chmy,RU8Z4BMU,1.00E+06,T,B,"Bay of As-Sallum, Egypt",1,Argos,1,1,NA,2006,AUG,OCT,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",RU8Z4BMU_B,RU8Z4BMU_B,RU8Z4BMU_B,"Satellite tracking of a Green Turtle, Chelonia mydas, from Syria further highlights importance of North Africa for Mediterranean turtles",2008,"Rees, Alan F.; Jony, Mohammad; Margaritoulis, Dimitris; Godley, Brendan J.",ATL,25.26,31.61
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,SKJGR6CU,2.00E+06,MR,A,Keewaydin Island and Sanibel Island,1,PASSIVE INTEGRATED TRANSPONDER (PIT),10,4,NA,2017; 2018; 2019,MAY; JUN; JUL,JUL; AUG; (UNK),NA,BRE; MIG; NES; OBS,BRE,"{ ""F"" : 10 }","{ ""AB"" : 10 }",SKJGR6CU_A,SKJGR6CU_A,SKJGR6CU_A,"Inter-Nesting Movements, Migratory Pathways, and Resident Foraging Areas of Green Sea Turtles (Chelonia mydas) Satellite-Tagged in Southwest Florida",2022,"Sloan, Kelly A.; Addison, David S.; Glinsky, Andrew T.; Benscoter, Allison M.; Hart, Kristen M.",ATL,-81.945,26.218
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,SKJGR6CU,2.00E+06,T,A,Keewaydin Island and Sanibel Island,1,SATELLITE TAG (ARGOS),10,4,NA,2017; 2018; 2019,MAY; JUN; JUL,JUL; AUG; (UNK),NA,BRE; MIG; NES; OBS,BRE,"{ ""F"" : 10 }","{ ""AB"" : 10 }",SKJGR6CU_A,SKJGR6CU_A,SKJGR6CU_A,"Inter-Nesting Movements, Migratory Pathways, and Resident Foraging Areas of Green Sea Turtles (Chelonia mydas) Satellite-Tagged in Southwest Florida",2022,"Sloan, Kelly A.; Addison, David S.; Glinsky, Andrew T.; Benscoter, Allison M.; Hart, Kristen M.",ATL,-81.945,26.218
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,SKJGR6CU,2.00E+06,MR,B,West of Cape Sable,1,PASSIVE INTEGRATED TRANSPONDER (PIT),10,2,NA,2017; 2018; 2019,JAN; JUL; AUG; SEP,(UNK),NA,FEE; OBS,FEE,"{ ""F"" : 10 }","{ ""AI"" : 6, ""A"" : 4 }",SKJGR6CU_B,SKJGR6CU_B,SKJGR6CU_B,"Inter-Nesting Movements, Migratory Pathways, and Resident Foraging Areas of Green Sea Turtles (Chelonia mydas) Satellite-Tagged in Southwest Florida",2022,"Sloan, Kelly A.; Addison, David S.; Glinsky, Andrew T.; Benscoter, Allison M.; Hart, Kristen M.",ATL,-81.746,25.013
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,SKJGR6CU,2.00E+06,T,B,West of Cape Sable,1,SATELLITE TAG (ARGOS),10,2,NA,2017; 2018; 2019,JAN; JUL; AUG; SEP,(UNK),NA,FEE; OBS,FEE,"{ ""F"" : 10 }","{ ""AI"" : 6, ""A"" : 4 }",SKJGR6CU_B,SKJGR6CU_B,SKJGR6CU_B,"Inter-Nesting Movements, Migratory Pathways, and Resident Foraging Areas of Green Sea Turtles (Chelonia mydas) Satellite-Tagged in Southwest Florida",2022,"Sloan, Kelly A.; Addison, David S.; Glinsky, Andrew T.; Benscoter, Allison M.; Hart, Kristen M.",ATL,-81.746,25.013
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,SKJGR6CU,2.00E+06,MR,C,"West of Longboat Key, Florida",1,PASSIVE INTEGRATED TRANSPONDER (PIT),2,1,NA,2019,(UNK),(UNK),NA,FEE,FEE,"{ ""F"" : 2 }","{ ""A"" : 2 }",SKJGR6CU_C,SKJGR6CU_C,SKJGR6CU_C,"Inter-Nesting Movements, Migratory Pathways, and Resident Foraging Areas of Green Sea Turtles (Chelonia mydas) Satellite-Tagged in Southwest Florida",2022,"Sloan, Kelly A.; Addison, David S.; Glinsky, Andrew T.; Benscoter, Allison M.; Hart, Kristen M.",ATL,-82.816,27.354
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,SKJGR6CU,2.00E+06,T,C,"West of Longboat Key, Florida",1,SATELLITE TAG (ARGOS),2,1,NA,2019,(UNK),(UNK),NA,FEE,FEE,"{ ""F"" : 2 }","{ ""A"" : 2 }",SKJGR6CU_C,SKJGR6CU_C,SKJGR6CU_C,"Inter-Nesting Movements, Migratory Pathways, and Resident Foraging Areas of Green Sea Turtles (Chelonia mydas) Satellite-Tagged in Southwest Florida",2022,"Sloan, Kelly A.; Addison, David S.; Glinsky, Andrew T.; Benscoter, Allison M.; Hart, Kristen M.",ATL,-82.816,27.354
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,SKJGR6CU,2.00E+06,MR,D,East Florida,1,PASSIVE INTEGRATED TRANSPONDER (PIT),1,1,NA,2017,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",SKJGR6CU_D,SKJGR6CU_D,SKJGR6CU_D,"Inter-Nesting Movements, Migratory Pathways, and Resident Foraging Areas of Green Sea Turtles (Chelonia mydas) Satellite-Tagged in Southwest Florida",2022,"Sloan, Kelly A.; Addison, David S.; Glinsky, Andrew T.; Benscoter, Allison M.; Hart, Kristen M.",ATL,-80.449,27.99
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,SKJGR6CU,2.00E+06,T,D,East Florida,1,SATELLITE TAG (ARGOS),1,1,NA,2017,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",SKJGR6CU_D,SKJGR6CU_D,SKJGR6CU_D,"Inter-Nesting Movements, Migratory Pathways, and Resident Foraging Areas of Green Sea Turtles (Chelonia mydas) Satellite-Tagged in Southwest Florida",2022,"Sloan, Kelly A.; Addison, David S.; Glinsky, Andrew T.; Benscoter, Allison M.; Hart, Kristen M.",ATL,-80.449,27.99
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,T38QA2PW,1.00E+06,T,A,"Chagar Hutang beach, Redang Island, Malaysia",1,SATELLITE TAG (ARGOS),4,4,1,1994,SEP,SEP,NA,BRE; NES,BRE,"{ ""F"" : 4 }","{ ""AB"" : 4 }",T38QA2PW_A,T38QA2PW_A,T38QA2PW_A,Satellite tracking data on Malaysian green turtle migration,1995,"Liew, H.-C.; Chan, E.-H.; Luschi, P.; Papi, F.; Papi, F.",PAC,103.008,5.813
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,T38QA2PW,1.00E+06,T,B,"Nenasi, Pahang, Malaysia",1,SATELLITE TAG (ARGOS),1,NA,1,1994,AUG,AUG,NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",T38QA2PW_B,T38QA2PW_B,T38QA2PW_B,Satellite tracking data on Malaysian green turtle migration,1995,"Liew, H.-C.; Chan, E.-H.; Luschi, P.; Papi, F.; Papi, F.",PAC,103.433,3.283
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,T38QA2PW,1.00E+06,T,C,"Northwest coast of Sabah, East Malaysia",1,SATELLITE TAG (ARGOS),1,1,NA,1994,(UNK),OCT,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",T38QA2PW_C,T38QA2PW_C,T38QA2PW_C,Satellite tracking data on Malaysian green turtle migration,1995,"Liew, H.-C.; Chan, E.-H.; Luschi, P.; Papi, F.; Papi, F.",PAC,115.359,5.597
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,T38QA2PW,1.00E+06,T,D,"Bugsuk Island, Philippines",1,SATELLITE TAG (ARGOS),1,1,NA,1994,(UNK),OCT,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",T38QA2PW_D,T38QA2PW_D,T38QA2PW_D,Satellite tracking data on Malaysian green turtle migration,1995,"Liew, H.-C.; Chan, E.-H.; Luschi, P.; Papi, F.; Papi, F.",PAC,117.292,8.332
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,T38QA2PW,1.00E+06,T,E,"Centraleast coast of Bangka Island, Indonesia",1,SATELLITE TAG (ARGOS),1,1,NA,1994,(UNK),OCT,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",T38QA2PW_E,T38QA2PW_E,T38QA2PW_E,Satellite tracking data on Malaysian green turtle migration,1995,"Liew, H.-C.; Chan, E.-H.; Luschi, P.; Papi, F.; Papi, F.",PAC,106.247,-2.102
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,T38QA2PW,1.00E+06,T,F,"Anambas Islands, Indonesia",1,SATELLITE TAG (ARGOS),1,1,NA,1994,OCT,OCT,NA,MIG; OBS,MIG,"{ ""F"" : 1 }","{ ""A"" : 1 }",T38QA2PW_F,T38QA2PW_F,T38QA2PW_F,Satellite tracking data on Malaysian green turtle migration,1995,"Liew, H.-C.; Chan, E.-H.; Luschi, P.; Papi, F.; Papi, F.",PAC,105.831,2.899
CHMY,Green,THF2HFF4_Nichols_2003_Chmy,THF2HFF4,1.00E+06,T,A,"Baja California, Mexico",5,SATELLITE TAG (ARGOS),10,1,NA,NA,(UNK),(UNK),NA,FEE,FEE,"{ ""U"" : 10 }","{ ""UNK"" : 10 }",THF2HFF4_A,THF2HFF4_A,THF2HFF4_A,Reconnecting the Eastern Pacific Ocean: long distance movements of the black turtle.,2003,"Nichols, Wallace J.",PAC,-114.499,26.835
CHMY,Green,THF2HFF4_Nichols_2003_Chmy,THF2HFF4,1.00E+06,T,B,"Michoacan beaches, Mexico",1,SATELLITE TAG (ARGOS),3,1,NA,NA,(UNK),(UNK),NA,BRE,BRE,"{ ""U"" : 3 }","{ ""UNK"" : 3 }",THF2HFF4_B,THF2HFF4_B,THF2HFF4_B,Reconnecting the Eastern Pacific Ocean: long distance movements of the black turtle.,2003,"Nichols, Wallace J.",PAC,-103.69,18.523
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,U4CPAKEV,2.00E+06,T,A,Bioko Island,1,SATELLITE TAG (ARGOS),6,2,NA,2018,JAN; FEB,JAN; FEB,NA,NES,NES,"{ ""F"" : 6 }","{ ""AB"" : 6 }",U4CPAKEV_A,U4CPAKEV_A,U4CPAKEV_A,"Migratory corridor linking Atlantic green turtle, Chelonia mydas, nesting site on Bioko Island, Equatorial Guinea to Ghanaian foraging grounds",2019,"Mettler, Emily; Clyde-Brockway, Chelsea E.; Honarvar, Shaya; Paladino, Frank V.",ATL,8.527,3.242
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,U4CPAKEV,2.00E+06,T,B,South west Nigeria,1,SATELLITE TAG (ARGOS),4,2,NA,2018,(UNK),(UNK),NA,FEE; OBS; STO,FEE,"{ ""F"" : 4 }","{ ""A"" : 4 }",U4CPAKEV_B,U4CPAKEV_B,U4CPAKEV_B,"Migratory corridor linking Atlantic green turtle, Chelonia mydas, nesting site on Bioko Island, Equatorial Guinea to Ghanaian foraging grounds",2019,"Mettler, Emily; Clyde-Brockway, Chelsea E.; Honarvar, Shaya; Paladino, Frank V.",ATL,3.544,6.321
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,U4CPAKEV,2.00E+06,T,C,"Accra, Ghana",1,SATELLITE TAG (ARGOS),5,2,NA,2018,(UNK),(UNK),NA,FEE,FEE,"{ ""F"" : 5 }","{ ""A"" : 5 }",U4CPAKEV_C,U4CPAKEV_C,U4CPAKEV_C,"Migratory corridor linking Atlantic green turtle, Chelonia mydas, nesting site on Bioko Island, Equatorial Guinea to Ghanaian foraging grounds",2019,"Mettler, Emily; Clyde-Brockway, Chelsea E.; Honarvar, Shaya; Paladino, Frank V.",ATL,0.111,5.465
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,U7R5BHGZ,2.00E+06,T,A,"Poilao Island, Bijagos",1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),25,3,NA,2021,JUL; NOV,JAN; FEB; JUL; AUG; SEP; NOV; DEC; (UNK),NA,BRE; FEE; NES,BRE,"{ ""F"" : 13, ""M"" : 12 }","{ ""AB"" : 25 }",U7R5BHGZ_A,U7R5BHGZ_A,U7R5BHGZ_A,Satellite tracking reveals sex-specific migration distance in green turtles ( <i>Chelonia mydas</i> ),2022,"Beal, Martin; Catry, Paulo; Regalla, Aissa; Barbosa, Castro; Pires, António J.; Mestre, Julie; Senhoury, Cheibani; Sidina, Ebaye; Patrício, Ana Rita",ATL,-15.731,10.883
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,U7R5BHGZ,2.00E+06,T,B,The Gambia & Senegal,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),5,1,NA,2021,JUL; AUG,(UNK),NA,FEE,FEE,"{ ""M"" : 5 }","{ ""A"" : 5 }",U7R5BHGZ_B,U7R5BHGZ_B,U7R5BHGZ_B,Satellite tracking reveals sex-specific migration distance in green turtles ( <i>Chelonia mydas</i> ),2022,"Beal, Martin; Catry, Paulo; Regalla, Aissa; Barbosa, Castro; Pires, António J.; Mestre, Julie; Senhoury, Cheibani; Sidina, Ebaye; Patrício, Ana Rita",ATL,-16.85,13.655
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,U7R5BHGZ,2.00E+06,T,C,"Banc d'Arguin, Mauritiania",1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),12,1,NA,2021; 2022,JAN; JUL; NOV; DEC,(UNK),NA,FEE,FEE,"{ ""F"" : 10, ""M"" : 2 }","{ ""A"" : 12 }",U7R5BHGZ_C,U7R5BHGZ_C,U7R5BHGZ_C,Satellite tracking reveals sex-specific migration distance in green turtles ( <i>Chelonia mydas</i> ),2022,"Beal, Martin; Catry, Paulo; Regalla, Aissa; Barbosa, Castro; Pires, António J.; Mestre, Julie; Senhoury, Cheibani; Sidina, Ebaye; Patrício, Ana Rita",ATL,-16.537,20.058
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,U7R5BHGZ,2.00E+06,T,D,Ghana,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),1,1,NA,2022,FEB,(UNK),NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",U7R5BHGZ_D,U7R5BHGZ_D,U7R5BHGZ_D,Satellite tracking reveals sex-specific migration distance in green turtles ( <i>Chelonia mydas</i> ),2022,"Beal, Martin; Catry, Paulo; Regalla, Aissa; Barbosa, Castro; Pires, António J.; Mestre, Julie; Senhoury, Cheibani; Sidina, Ebaye; Patrício, Ana Rita",ATL,0.605,5.466
CHMY,Green,U7SJ7ADW_Gillis_etal_2020_Chmy,U7SJ7ADW,2.00E+06,T,A,"Bimini, Bahamas",1,SATELLITE TAG (ARGOS),7,NA,NA,2017,MAY,MAY; JUL; AUG; SEP; OCT; NOV; DEC,NA,FEE,FEE,"{ ""U"" : 7 }","{ ""J"" : 7 }",U7SJ7ADW_A,U7SJ7ADW_A,U7SJ7ADW_A,Evaluating different spatial scales of forage item availability to determine diet selection of juvenile green turtles (Chelonia mydas),2020,"Gillis, Anthony J.; Wildermann, Natalie E.; Ceriani, Simona A.; Seminoff, Jeffrey A.; Fuentes, Mariana M. P. B.",ATL,-79.267,25.718
CHMY,Green,UHQ5UWVA_Hazel_2009_Chmy,UHQ5UWVA,1.00E+06,T,A,"Moreton Bay, Queensland, Australia",1,ACOUSTIC/SONIC TAG (TELEMETRY); SATELLITE TELEMETRY (ARGOS); SATELLITE TELEMETRY (GPS),3,NA,NA,2006; 2007,APR; SEP; DEC,APR; OCT; DEC,NA,OBS,OBS,"{ ""U"" : 3 }","{ ""UNK"" : 3 }",UHQ5UWVA_A,UHQ5UWVA_A,UHQ5UWVA_A,Evaluation of fast-acquisition GPS in stationary tests and fine-scale tracking of green turtles,2009,"Hazel, Julia",PAC,153.253,-27.239
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,UMGA5STX,1.00E+06,T,A,"Zabargad Island, Egypt",1,SATELLITE TAG (ARGOS),4,4,NA,2010,JUL,JUL; AUG; SEP,NA,BRE; NES,BRE,"{ ""F"" : 4 }","{ ""A"" : 4 }",UMGA5STX_A,UMGA5STX_A,UMGA5STX_A,Post-nesting migrations patterns of Green Turtles (Chelonia mydas) from the Egyptian Red Sea,2014,"Attum, Omar; Kramer, Andrew; Mahmoud, Tamer; Fouda, Moustafa",IND,36.333,24
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,UMGA5STX,1.00E+06,T,B,Siyal archipelago along Egyptian coast,1,SATELLITE TAG (ARGOS),1,1,NA,2010; 2011,AUG,AUG,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",UMGA5STX_B,UMGA5STX_B,UMGA5STX_B,Post-nesting migrations patterns of Green Turtles (Chelonia mydas) from the Egyptian Red Sea,2014,"Attum, Omar; Kramer, Andrew; Mahmoud, Tamer; Fouda, Moustafa",IND,36.162,22.811
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,UMGA5STX,1.00E+06,T,C,"Abu Ghusun, Wadi Gemal National Park, Egypt",1,SATELLITE TAG (ARGOS),1,2,NA,2010; 2011,SEP,JAN,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",UMGA5STX_C,UMGA5STX_C,UMGA5STX_C,Post-nesting migrations patterns of Green Turtles (Chelonia mydas) from the Egyptian Red Sea,2014,"Attum, Omar; Kramer, Andrew; Mahmoud, Tamer; Fouda, Moustafa",IND,35.215,24.457
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,UMGA5STX,1.00E+06,T,D,"South of Yanbu, Saudi Arabia",1,SATELLITE TAG (ARGOS),1,1,NA,2011,FEB,FEB,NA,MIG; OBS,MIG,"{ ""F"" : 1 }","{ ""A"" : 1 }",UMGA5STX_D,UMGA5STX_D,UMGA5STX_D,Post-nesting migrations patterns of Green Turtles (Chelonia mydas) from the Egyptian Red Sea,2014,"Attum, Omar; Kramer, Andrew; Mahmoud, Tamer; Fouda, Moustafa",IND,37.74,23.669
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,UMGA5STX,1.00E+06,T,E,"Off the coast of Eritrea, Dahlak Archipelago",1,SATELLITE TAG (ARGOS),1,1,NA,2010; 2011,AUG,APR,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",UMGA5STX_E,UMGA5STX_E,UMGA5STX_E,Post-nesting migrations patterns of Green Turtles (Chelonia mydas) from the Egyptian Red Sea,2014,"Attum, Omar; Kramer, Andrew; Mahmoud, Tamer; Fouda, Moustafa",IND,39.84,16.522
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,UMGA5STX,1.00E+06,T,F,"Gulf of Gamsha, Egypt",1,SATELLITE TAG (ARGOS),1,1,NA,2010; 2011; 2012,SEP,MAY,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",UMGA5STX_F,UMGA5STX_F,UMGA5STX_F,Post-nesting migrations patterns of Green Turtles (Chelonia mydas) from the Egyptian Red Sea,2014,"Attum, Omar; Kramer, Andrew; Mahmoud, Tamer; Fouda, Moustafa",IND,33.737,27.644
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,UR36R563,2.00E+06,T,A,"Karpaz Peninsula, Cyprus",1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),19,2,NA,2018; 2019,MAY; JUN; JUL,JUL; AUG,NA,BRE,BRE,"{ ""F"" : 19 }","{ ""AB"" : 17, ""AI"" : 2 }",UR36R563_A,UR36R563_A,UR36R563_A,"Mediterranean green turtle population recovery increasingly depends on Lake Bardawil, Egypt",2022,"Snape, Robin T.E.; Beton, Damla; Davey, Sophie; Godley, Brendan J.; Haywood, Julia; Omeyer, Lucy C.M.; Ozkan, Meryem; Broderick, Annette C.",ATL,33.931,35.527
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,UR36R563,2.00E+06,T,B,"Gulf of Bomba, Libya",1,SATELLITE TAG (GPS),5,3,NA,2018; 2019,(UNK),JAN; JUL; SEP; (UNK),NA,FEE,FEE,"{ ""F"" : 5 }","{ ""A"" : 5 }",UR36R563_B,UR36R563_B,UR36R563_B,"Mediterranean green turtle population recovery increasingly depends on Lake Bardawil, Egypt",2022,"Snape, Robin T.E.; Beton, Damla; Davey, Sophie; Godley, Brendan J.; Haywood, Julia; Omeyer, Lucy C.M.; Ozkan, Meryem; Broderick, Annette C.",ATL,23.718,32.328
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,UR36R563,2.00E+06,T,C,"Gulf of Sirte, Libya",1,SATELLITE TAG (GPS),1,1,NA,2018; 2019,(UNK),JUN,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",UR36R563_C,UR36R563_C,UR36R563_C,"Mediterranean green turtle population recovery increasingly depends on Lake Bardawil, Egypt",2022,"Snape, Robin T.E.; Beton, Damla; Davey, Sophie; Godley, Brendan J.; Haywood, Julia; Omeyer, Lucy C.M.; Ozkan, Meryem; Broderick, Annette C.",ATL,16.173,31.512
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,UR36R563,2.00E+06,T,D,"Lake Bardawil, Egypt",1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),14,1,NA,2018; 2019,(UNK),MAY; JUL; AUG; SEP; OCT; DEC,NA,FEE,FEE,"{ ""F"" : 14 }","{ ""A"" : 14 }",UR36R563_D,UR36R563_D,UR36R563_D,"Mediterranean green turtle population recovery increasingly depends on Lake Bardawil, Egypt",2022,"Snape, Robin T.E.; Beton, Damla; Davey, Sophie; Godley, Brendan J.; Haywood, Julia; Omeyer, Lucy C.M.; Ozkan, Meryem; Broderick, Annette C.",ATL,33.116,31.199
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,UR36R563,2.00E+06,T,E,"Gulf of Boughrara, Tunisia",1,SATELLITE TAG (ARGOS),1,1,NA,2018,(UNK),SEP,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",UR36R563_E,UR36R563_E,UR36R563_E,"Mediterranean green turtle population recovery increasingly depends on Lake Bardawil, Egypt",2022,"Snape, Robin T.E.; Beton, Damla; Davey, Sophie; Godley, Brendan J.; Haywood, Julia; Omeyer, Lucy C.M.; Ozkan, Meryem; Broderick, Annette C.",ATL,10.807,33.579
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,USIFFJZZ,2.00E+06,T,A,South Taiwan,1,SATELLITE TAG (ARGOS),6,2,1,2013; 2014,APR; MAY; SEP; DEC,APR; JUN; SEP; OCT,NA,BRE; FEE; MIG; OBS,BRE,"{ ""F"" : 1, ""U"" : 5 }","{ ""J"" : 3, ""SUB"" : 1, ""AB"" : 2 }",USIFFJZZ_A,USIFFJZZ_A,USIFFJZZ_A,Insights into identifying habitat hot spots and migratory corridors of green turtles in the South China region,2018,"Ng, Connie Ka Yan; Gu, He Xiang; Li, Tsung Hsien; Ye, Ming Bin; Xia, Zhong Rong; Zhang, Fei Yan; Duan, Jin Xia; Hsu, Chung Kang; Balazs, George H.; Murphy, Margaret B.",PAC,120.464,22.316
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,USIFFJZZ,2.00E+06,T,B,Hong Kong,1,SATELLITE TAG (ARGOS),19,5,NA,2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014,JAN; MAY; JUN; JUL; AUG; OCT; NOV,MAR; MAY; JUN; JUL; AUG; OCT; NOV; (UNK),NA,BRE; FEE; OBS,BRE,"{ ""M"" : 1, ""F"" : 10, ""U"" : 8 }","{ ""AB"" : 3, ""SUB"" : 3, ""J"" : 6, ""A"" : 7 }",USIFFJZZ_B,USIFFJZZ_B,USIFFJZZ_B,Insights into identifying habitat hot spots and migratory corridors of green turtles in the South China region,2018,"Ng, Connie Ka Yan; Gu, He Xiang; Li, Tsung Hsien; Ye, Ming Bin; Xia, Zhong Rong; Zhang, Fei Yan; Duan, Jin Xia; Hsu, Chung Kang; Balazs, George H.; Murphy, Margaret B.",PAC,114.298,22.238
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,USIFFJZZ,2.00E+06,T,C,"Yangjiang, China",1,SATELLITE TAG (ARGOS),1,1,NA,2011,JUN,JUN,NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",USIFFJZZ_C,USIFFJZZ_C,USIFFJZZ_C,Insights into identifying habitat hot spots and migratory corridors of green turtles in the South China region,2018,"Ng, Connie Ka Yan; Gu, He Xiang; Li, Tsung Hsien; Ye, Ming Bin; Xia, Zhong Rong; Zhang, Fei Yan; Duan, Jin Xia; Hsu, Chung Kang; Balazs, George H.; Murphy, Margaret B.",PAC,112,21.76
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,USIFFJZZ,2.00E+06,T,D,North of Hainan,1,SATELLITE TAG (ARGOS),1,1,NA,2011,JUN,JUN,NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",USIFFJZZ_D,USIFFJZZ_D,USIFFJZZ_D,Insights into identifying habitat hot spots and migratory corridors of green turtles in the South China region,2018,"Ng, Connie Ka Yan; Gu, He Xiang; Li, Tsung Hsien; Ye, Ming Bin; Xia, Zhong Rong; Zhang, Fei Yan; Duan, Jin Xia; Hsu, Chung Kang; Balazs, George H.; Murphy, Margaret B.",PAC,110.611,20.486
